년도,월,순위,타이틀,가수,프로듀서
2021,4,29,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비 (Jannabi),잔나비
2021,4,30,우주를 줄게,볼빨간사춘기 (BOL4),"바닐라맨,안지영,낯선아이"
2021,4,31,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),에이치코드
2021,4,32,좋다고 말해,볼빨간사춘기 (BOL4),"바닐라맨,안지영"
2021,4,33,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊),최현석
2021,4,34,어떻게 지내 (답가),런치 (LUNCH),"오반,VAN.C"
2021,4,35,썸 탈꺼야,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,4,36,별 보러 갈래?,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,4,37,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,4,38,있어줘요,장덕철 (JANG DEOK CHEOL),"덕인,DOKO"
2021,4,39,워커홀릭,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,4,40,안아줘,정준일 (Jung Joon Il),정준일
2021,4,41,끝난 사이,보라미유 (BORAMIYU),Noheul
2021,4,42,사랑은 은하수 다방에서,10CM (십센치),10CM
2021,4,43,pet,10CM (십센치),"10CM,이요한,성수용,이윤혁,박기훈"
2021,4,44,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,4,45,니가 보고싶은 밤,윤딴딴 (YUN DDanDdan),"윤딴딴,밤그늘"
2021,4,46,나만 안되는 연애,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,4,47,이 노래가 클럽에서 나온다면,우디 (Woody),"우디,김동휘"
2021,4,48,TOMBOY,혁오 (HYUKOH),"오혁,카더가든,혁오"
2021,4,49,겨울을 걷는다,윤딴딴 (YUN DDanDdan),"윤딴딴,nineoff"
2021,4,50,남이 될 수 있을까,"볼빨간사춘기 (BOL4), 스무살 (20 YEARS OF AGE)",바닐라맨
2021,4,51,너밖에 안보여,임재현 (Lim Jae Hyun),2soo
2021,4,52,우연히 봄 (2021),안녕하신가영 (Hello Ga-young),"똘아이박,피터팬,Noheul,Sweet Pumpkin"
2021,4,53,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비 (Jannabi),잔나비
2021,4,54,위잉위잉,혁오 (HYUKOH),오혁
2021,4,55,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE),"에이치코드,이승표,한희준"
2021,4,56,사랑의 시작은 고백에서부터(new),휘현 (HWIHYUN),"양정승,강봄"
2021,4,57,고백,델리스파이스 (Deli Spice),"고범준,김C"
2021,4,58,심술,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,4,59,붙잡고 싶어도,#안녕,"리트너,임정규"
2021,4,60,행복,오반 (OVAN),"피아노맨,J.Litz"
2021,4,61,매트리스,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2021,4,62,오늘,오왠 (O.WHEN),"오왠,빌리어코스티,권혁호,박종득,김지용"
2021,4,63,그대가 살아서,정동원 (Jeong Dong Won),"리트너,더필름,임정규"
2021,4,64,인사,멜로망스 (MeloMance),정동환
2021,4,65,널 생각해,원 모어 찬스 (one more chance),정지찬
2021,4,66,바라봐줘요,죠지 (george),"죠지,박문치"
2021,4,67,프리지아,볼빨간사춘기 (BOL4),"안지영,황종하"
2021,4,68,나는 왜 이럴까,#안녕,"리트너,임정규"
2021,4,69,동화,멜로망스 (MeloMance),"멜로망스,정동환"
2021,4,70,잘 지내,적재 (Jukjae),"적재,SCORE,Megatone"
2021,4,71,비행운,문문 (MoonMoon),"문문,김영철"
2021,4,72,입김,10CM (십센치),"10CM,이요한,방인재,성수용,이윤혁"
2021,4,73,그때는 이 거리가 아름다웠다,잠골버스 (잠자는 골방의 버스커들),정일호
2021,4,74,고백,정준일 (Jung Joon Il),"정준일,권영찬"
2021,4,75,"너, 너",스트레이 (The Stray),"L.NDN,스트레이,센티멘탈 시너리"
2021,4,76,She (Hidden Track No.V 1월 선정곡),잔나비 (Jannabi),잔나비
2021,4,77,대충 입고 나와,우디 (Woody),"우디,로브,송호일"
2021,4,78,고백,뜨거운 감자 (Hot Potato),고범준
2021,4,79,대화가 필요해,"정효빈 (Jeong Hyo Bean), 주시크 (Joosiq)","최준영,안성현"
2021,4,80,Little Star,스탠딩 에그 (Standing Egg),Standing Egg
2021,4,81,Blue,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,4,82,Dancing Cartoon,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,4,83,비오는 날 뭐해,하은 (포맨),VIP
2021,4,84,혜화동 거리에서,피아노맨 (PIANO MAN),"피아노맨,이종혁"
2021,4,85,품,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,4,86,그대로,오왠 (O.WHEN),"오왠,이요한"
2021,4,87,#첫사랑,볼빨간사춘기 (BOL4),"김지수,황종하"
2021,4,88,웃으며,"임재현 (Lim Jae Hyun), 문성욱 (Moon SeongWook)","문성욱,LAGOON"
2021,4,89,나랑 아니면,검정치마 (The Black Skirts),검정치마
2021,4,90,범 내려온다,이날치 (LEENALCHI),이날치
2021,4,91,You(=I),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,4,92,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선","최현석,학선,임정규"
2021,4,93,어떻게 생각해,CHEEZE (치즈),CHEEZE
2021,4,94,나들이 갈까,볼빨간사춘기 (BOL4),"낯선아이,바닐라맨"
2021,4,95,PILLOW,PL (피엘),"PL,HONEST,Kyum LYK,BAEK LYK"
2021,4,98,헤어지던 밤,어쿠루브 (Acourve),"또라이박,Noheul"
2021,4,99,사랑하는 너에게 (취향저격 그녀 X 스탠딩 에그),스탠딩 에그,Noheul
2021,4,100,그게 뭐라고,어쿠루브 (Acourve),고닥
2021,5,1,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재 (Jukjae),"DOKO,사승호"
2021,5,2,오래된 노래,스탠딩 에그 (Standing Egg),"Egg1,Egg2,Egg3"
2021,5,3,너의 번호를 누르고 (Prod. 영화처럼),#안녕,"리트너,두번째 별,임정규"
2021,5,4,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),"오반,VAN.C"
2021,5,5,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,5,6,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),"DOKO,손박사,사승호"
2021,5,7,서면역에서,순순희 (SOONSOONHEE),이래언
2021,5,9,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM (십센치),"10CM,이요한,성수용,방인재"
2021,5,10,닫힌엔딩 (Closed Ending),숀 (SHAUN),숀
2021,5,11,주저하는 연인들을 위해,잔나비 (Jannabi),"잔나비 최정훈,김도형,유영현,권박사"
2021,5,12,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB),"마크툽,DOKO"
2021,5,13,Way Back Home,숀 (SHAUN),숀
2021,5,14,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온 (LEE RAON)","마크툽,이라온"
2021,5,15,별 보러 가자,적재 (Jukjae),"적재,추대관"
2021,5,16,가을밤에 든 생각,잔나비 (Jannabi),"잔나비 최정훈,김도형"
2021,5,17,여행,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,5,18,선물,멜로망스 (MeloMance),"멜로망스,정동환"
2021,5,19,폰서트,10CM (십센치),"10CM,이요한,성수용,이윤혁"
2021,5,20,조금 취했어 (Prod. 2soo),임재현 (Lim Jae Hyun),2soo
2021,5,21,"나만, 봄",볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,5,22,봄이 좋냐??,10CM (십센치),"10CM,오안,이윤혁"
2021,5,23,나의 사춘기에게,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,5,24,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,5,25,스토커,10CM (십센치),"10CM,Fine Five"
2021,5,26,좋아해.. (바른연애 길잡이 X 죠지),죠지 (george),"basecamp,죠지"
2021,5,27,서툰 이별을 하려해 (Feat.전상근),윤토벤 (YounToven) ,B.a.B
2021,5,28,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),에이치코드
2021,5,29,우주를 줄게,볼빨간사춘기 (BOL4),"바닐라맨,안지영,낯선아이"
2021,5,30,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비 (Jannabi),잔나비
2021,5,31,안아줘 (Prod. VAN.C),오반 (OVAN),"VAN.C,오반"
2021,5,32,축하해 (Prod. By VAN.C),오반 (OVAN),"VAN.C,오반"
2021,5,33,Madeleine Love,CHEEZE (치즈),"구름,달총"
2021,5,34,좋다고 말해,볼빨간사춘기 (BOL4),"바닐라맨,안지영"
2021,5,35,어떻게 지내 (답가),런치 (LUNCH),"오반,VAN.C"
2021,5,36,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,5,37,썸 탈꺼야,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,5,38,별 보러 갈래?,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,5,39,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊),최현석
2021,5,40,Everyday,스탠딩 에그 (Standing Egg),"Egg1,Egg2,Egg3"
2021,5,41,안아줘,정준일 (Jung Joon Il),정준일
2021,5,42,있어줘요,장덕철 (JANG DEOK CHEOL),"덕인,DOKO"
2021,5,43,pet,10CM (십센치),"10CM,이요한,성수용,이윤혁,박기훈"
2021,5,44,워커홀릭,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,5,45,아무래도 난,노틸러스 (nautilus),"윤토벤,손박사,O.YEON,박지환"
2021,5,46,이 노래가 클럽에서 나온다면,우디 (Woody),"우디,김동휘"
2021,5,47,TOMBOY,혁오 (HYUKOH),"오혁,카더가든,혁오"
2021,5,48,니가 보고싶은 밤,윤딴딴 (YUN DDanDdan),"윤딴딴,밤그늘"
2021,5,49,나만 안되는 연애,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,5,50,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,5,51,남이 될 수 있을까,"볼빨간사춘기 (BOL4), 스무살 (20 YEARS OF AGE)",바닐라맨
2021,5,52,비오는 날 뭐해,하은 (포맨),VIP
2021,5,53,사랑은 은하수 다방에서,10CM (십센치),10CM
2021,5,54,고백,정준일 (Jung Joon Il),"정준일,권영찬"
2021,5,55,Blue (Feat. 원슈타인),숀 (SHAUN),숀
2021,5,56,겨울을 걷는다,윤딴딴 (YUN DDanDdan),"윤딴딴,nineoff"
2021,5,57,위잉위잉,혁오 (HYUKOH),오혁
2021,5,58,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비 (Jannabi),잔나비
2021,5,59,큰일이다,순순희 (SOONSOONHEE),"조영수,김기태"
2021,5,60,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE),"에이치코드,이승표,한희준"
2021,5,61,행복,오반 (OVAN),"피아노맨,J.Litz"
2021,5,62,심술,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,5,63,오늘,오왠 (O.WHEN),"오왠,빌리어코스티,권혁호,박종득,김지용"
2021,5,64,매트리스,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2021,5,65,끝난 사이,보라미유 (BORAMIYU),Noheul
2021,5,66,고백,델리스파이스 (Deli Spice),"고범준,김C"
2021,5,67,너밖에 안보여,임재현 (Lim Jae Hyun),2soo
2021,5,68,동화,멜로망스 (MeloMance),"멜로망스,정동환"
2021,5,69,그대가 살아서,정동원 (Jeong Dong Won),"리트너,더필름,임정규"
2021,5,70,붙잡고 싶어도,#안녕,"리트너,임정규"
2021,5,71,인사,멜로망스 (MeloMance),정동환
2021,5,72,Little Star,스탠딩 에그 (Standing Egg),Standing Egg
2021,5,73,비행운,문문 (MoonMoon),"문문,김영철"
2021,5,74,대충 입고 나와,우디 (Woody),"우디,로브,송호일"
2021,5,75,"너, 너",스트레이 (The Stray),"L.NDN,스트레이,센티멘탈 시너리"
2021,5,76,Two Days,검정치마 (The Black Skirts),검정치마
2021,5,77,바라봐줘요,죠지 (george),"죠지,박문치"
2021,5,78,고백,뜨거운 감자 (Hot Potato),고범준
2021,5,79,잘 지내,적재 (Jukjae),"적재,SCORE,Megatone"
2021,5,80,She (Hidden Track No.V 1월 선정곡),잔나비 (Jannabi),잔나비
2021,5,81,비로소 너에게 도착했다 (Full Bloom Duet) (Feat.정영은),마크툽 (MAKTUB),마크툽
2021,5,82,나랑 아니면,검정치마 (The Black Skirts),검정치마
2021,5,83,그때는 이 거리가 아름다웠다,잠골버스 (잠자는 골방의 버스커들),정일호
2021,5,85,널 생각해,원 모어 찬스 (one more chance),정지찬
2021,5,86,Blue,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,5,87,입김,10CM (십센치),"10CM,이요한,방인재,성수용,이윤혁"
2021,5,88,헤어지던 밤,어쿠루브 (Acourve),"또라이박,Noheul"
2021,5,89,웃으며,"임재현 (Lim Jae Hyun), 문성욱 (Moon SeongWook)","문성욱,LAGOON"
2021,5,90,사랑의 시작은 고백에서부터(new),휘현 (HWIHYUN),"양정승,강봄"
2021,5,91,You(=I),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,5,92,프리지아,볼빨간사춘기 (BOL4),"안지영,황종하"
2021,5,93,혜화동 거리에서,피아노맨 (PIANO MAN),"피아노맨,이종혁"
2021,5,94,#첫사랑,볼빨간사춘기 (BOL4),"김지수,황종하"
2021,5,95,품,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,5,96,Dancing Cartoon,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,5,97,나는 왜 이럴까,#안녕,"리트너,임정규"
2021,5,98,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선","최현석,학선,임정규"
2021,5,100,어떻게 생각해,CHEEZE (치즈),CHEEZE
2021,6,1,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재 (Jukjae),"DOKO,사승호"
2021,6,2,오래된 노래,스탠딩 에그 (Standing Egg),"Egg1,Egg2,Egg3"
2021,6,3,너의 번호를 누르고 (Prod. 영화처럼),#안녕,"리트너,두번째 별,임정규"
2021,6,4,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),"오반,VAN.C"
2021,6,5,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,6,6,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),"DOKO,손박사,사승호"
2021,6,8,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM (십센치),"10CM,이요한,성수용,방인재"
2021,6,9,서면역에서,순순희 (SOONSOONHEE),이래언
2021,6,10,닫힌엔딩 (Closed Ending),숀 (SHAUN),숀
2021,6,11,주저하는 연인들을 위해,잔나비 (Jannabi),"잔나비 최정훈,김도형,유영현,권박사"
2021,6,12,Way Back Home,숀 (SHAUN),숀
2021,6,13,허리춤,오반 (OVAN),"VAN.C,오반"
2021,6,14,여행,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,6,15,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온 (LEE RAON)","마크툽,이라온"
2021,6,16,선물,멜로망스 (MeloMance),"멜로망스,정동환"
2021,6,17,별 보러 가자,적재 (Jukjae),"적재,추대관"
2021,6,18,가을밤에 든 생각,잔나비 (Jannabi),"잔나비 최정훈,김도형"
2021,6,19,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB),"마크툽,DOKO"
2021,6,20,폰서트,10CM (십센치),"10CM,이요한,성수용,이윤혁"
2021,6,21,조금 취했어 (Prod. 2soo),임재현 (Lim Jae Hyun),2soo
2021,6,22,큰일이다,순순희 (SOONSOONHEE),"조영수,김기태"
2021,6,23,나의 사춘기에게,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,6,24,스토커,10CM (십센치),"10CM,Fine Five"
2021,6,25,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),에이치코드
2021,6,26,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,6,27,서툰 이별을 하려해 (Feat.전상근),윤토벤 (YounToven) ,B.a.B
2021,6,28,"나만, 봄",볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,6,29,우주를 줄게,볼빨간사춘기 (BOL4),"바닐라맨,안지영,낯선아이"
2021,6,30,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비 (Jannabi),잔나비
2021,6,31,좋아해.. (바른연애 길잡이 X 죠지),죠지 (george),"basecamp,죠지"
2021,6,32,축하해 (Prod. By VAN.C),오반 (OVAN),"VAN.C,오반"
2021,6,33,봄이 좋냐??,10CM (십센치),"10CM,오안,이윤혁"
2021,6,34,좋다고 말해,볼빨간사춘기 (BOL4),"바닐라맨,안지영"
2021,6,35,어떻게 지내 (답가),런치 (LUNCH),"오반,VAN.C"
2021,6,36,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,6,37,썸 탈꺼야,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,6,38,있어줘요,장덕철 (JANG DEOK CHEOL),"덕인,DOKO"
2021,6,39,Madeleine Love,CHEEZE (치즈),"구름,달총"
2021,6,40,이 노래가 클럽에서 나온다면,우디 (Woody),"우디,김동휘"
2021,6,41,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊),최현석
2021,6,42,별 보러 갈래?,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,6,43,워커홀릭,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,6,44,안아줘,정준일 (Jung Joon Il),정준일
2021,6,45,나만 안되는 연애,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,6,46,TOMBOY,혁오 (HYUKOH),"오혁,카더가든,혁오"
2021,6,47,니가 보고싶은 밤,윤딴딴 (YUN DDanDdan),"윤딴딴,밤그늘"
2021,6,48,남이 될 수 있을까,"볼빨간사춘기 (BOL4), 스무살 (20 YEARS OF AGE)",바닐라맨
2021,6,49,위잉위잉,혁오 (HYUKOH),오혁
2021,6,50,pet,10CM (십센치),"10CM,이요한,성수용,이윤혁,박기훈"
2021,6,51,비오는 날 뭐해,하은 (포맨),VIP
2021,6,52,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,6,53,"너, 너",스트레이 (The Stray),"L.NDN,스트레이,센티멘탈 시너리"
2021,6,54,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE),"에이치코드,이승표,한희준"
2021,6,55,사랑은 은하수 다방에서,10CM (십센치),10CM
2021,6,56,겨울을 걷는다,윤딴딴 (YUN DDanDdan),"윤딴딴,nineoff"
2021,6,57,안아줘 (Prod. VAN.C),오반 (OVAN),"VAN.C,오반"
2021,6,58,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비 (Jannabi),잔나비
2021,6,59,행복,오반 (OVAN),"피아노맨,J.Litz"
2021,6,60,동화,멜로망스 (MeloMance),"멜로망스,정동환"
2021,6,61,심술,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,6,62,오늘,오왠 (O.WHEN),"오왠,빌리어코스티,권혁호,박종득,김지용"
2021,6,63,고백,델리스파이스 (Deli Spice),"고범준,김C"
2021,6,64,비행운,문문 (MoonMoon),"문문,김영철"
2021,6,65,그대가 살아서,정동원 (Jeong Dong Won),"리트너,더필름,임정규"
2021,6,66,매트리스,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2021,6,67,대충 입고 나와,우디 (Woody),"우디,로브,송호일"
2021,6,68,Little Star,스탠딩 에그 (Standing Egg),Standing Egg
2021,6,69,인사,멜로망스 (MeloMance),정동환
2021,6,70,고백,정준일 (Jung Joon Il),"정준일,권영찬"
2021,6,71,아무래도 난,노틸러스 (nautilus),"윤토벤,손박사,O.YEON,박지환"
2021,6,72,고백,뜨거운 감자 (Hot Potato),고범준
2021,6,73,헤어지던 밤,어쿠루브 (Acourve),"또라이박,Noheul"
2021,6,74,Everyday,스탠딩 에그 (Standing Egg),"Egg1,Egg2,Egg3"
2021,6,75,바라봐줘요,죠지 (george),"죠지,박문치"
2021,6,76,나랑 아니면,검정치마 (The Black Skirts),검정치마
2021,6,78,Blue (Feat. 원슈타인),숀 (SHAUN),숀
2021,6,80,Blue,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,6,81,붙잡고 싶어도,#안녕,"리트너,임정규"
2021,6,82,잘 지내,적재 (Jukjae),"적재,SCORE,Megatone"
2021,6,83,She (Hidden Track No.V 1월 선정곡),잔나비 (Jannabi),잔나비
2021,6,84,너밖에 안보여,임재현 (Lim Jae Hyun),2soo
2021,6,85,웃으며,"임재현 (Lim Jae Hyun), 문성욱 (Moon SeongWook)","문성욱,LAGOON"
2021,6,86,끝난 사이,보라미유 (BORAMIYU),Noheul
2021,6,87,그때는 이 거리가 아름다웠다,잠골버스 (잠자는 골방의 버스커들),정일호
2021,6,88,널 생각해,원 모어 찬스 (one more chance),정지찬
2021,6,89,You(=I),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,6,90,#첫사랑,볼빨간사춘기 (BOL4),"김지수,황종하"
2021,6,91,"Gloomy Star (Feat. 1ho, Chan)",공기남 (Airman),공기남
2021,6,93,입김,10CM (십센치),"10CM,이요한,방인재,성수용,이윤혁"
2021,6,94,그게 뭐라고,어쿠루브 (Acourve),고닥
2021,6,95,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선","최현석,학선,임정규"
2021,6,96,yours,데이먼스 이어 (Damons year),"데이먼스 이어,유현진,전준"
2021,6,97,"SODA (feat. 1ho, 0back)",공기남 (Airman),공기남
2021,6,98,어떻게 생각해,CHEEZE (치즈),CHEEZE
2021,6,99,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운 (Mad Clown),"매드 클라운,Ye-Yo,권브라더스"
2021,6,100,품,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,7,1,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재 (Jukjae),"DOKO,사승호"
2021,7,2,허리춤,오반 (OVAN),"VAN.C,오반"
2021,7,3,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),"오반,VAN.C"
2021,7,4,오래된 노래,스탠딩 에그 (Standing Egg),"Egg1,Egg2,Egg3"
2021,7,5,너의 번호를 누르고 (Prod. 영화처럼),#안녕,"리트너,두번째 별,임정규"
2021,7,6,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,7,7,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),"DOKO,손박사,사승호"
2021,7,9,서면역에서,순순희 (SOONSOONHEE),이래언
2021,7,10,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM (십센치),"10CM,이요한,성수용,방인재"
2021,7,11,Way Back Home,숀 (SHAUN),숀
2021,7,12,여행,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,7,13,주저하는 연인들을 위해,잔나비 (Jannabi),"잔나비 최정훈,김도형,유영현,권박사"
2021,7,14,닫힌엔딩 (Closed Ending),숀 (SHAUN),숀
2021,7,15,선물,멜로망스 (MeloMance),"멜로망스,정동환"
2021,7,16,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온 (LEE RAON)","마크툽,이라온"
2021,7,17,별 보러 가자,적재 (Jukjae),"적재,추대관"
2021,7,18,가을밤에 든 생각,잔나비 (Jannabi),"잔나비 최정훈,김도형"
2021,7,19,폰서트,10CM (십센치),"10CM,이요한,성수용,이윤혁"
2021,7,20,조금 취했어 (Prod. 2soo),임재현 (Lim Jae Hyun),2soo
2021,7,21,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB),"마크툽,DOKO"
2021,7,22,쪽빛 황홀 (Indigo Ecstasy) (Feat.XenomiX),마크툽 (MAKTUB),"마크툽,DOKO"
2021,7,23,나의 사춘기에게,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,7,24,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),에이치코드
2021,7,25,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비 (Jannabi),잔나비
2021,7,26,서툰 이별을 하려해 (Feat.전상근),윤토벤 (YounToven) ,B.a.B
2021,7,27,스토커,10CM (십센치),"10CM,Fine Five"
2021,7,28,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,7,30,우주를 줄게,볼빨간사춘기 (BOL4),"바닐라맨,안지영,낯선아이"
2021,7,31,축하해 (Prod. By VAN.C),오반 (OVAN),"VAN.C,오반"
2021,7,32,"나만, 봄",볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,7,33,어떻게 지내 (답가),런치 (LUNCH),"오반,VAN.C"
2021,7,34,좋아해.. (바른연애 길잡이 X 죠지),죠지 (george),"basecamp,죠지"
2021,7,35,좋다고 말해,볼빨간사춘기 (BOL4),"바닐라맨,안지영"
2021,7,36,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,7,37,이 노래가 클럽에서 나온다면,우디 (Woody),"우디,김동휘"
2021,7,38,있어줘요,장덕철 (JANG DEOK CHEOL),"덕인,DOKO"
2021,7,39,썸 탈꺼야,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,7,40,별 보러 갈래?,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,7,41,Madeleine Love,CHEEZE (치즈),"구름,달총"
2021,7,42,워커홀릭,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,7,43,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊),최현석
2021,7,44,봄이 좋냐??,10CM (십센치),"10CM,오안,이윤혁"
2021,7,45,안아줘,정준일 (Jung Joon Il),정준일
2021,7,46,TOMBOY,혁오 (HYUKOH),"오혁,카더가든,혁오"
2021,7,47,나만 안되는 연애,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,7,48,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비 (Jannabi),잔나비
2021,7,49,위잉위잉,혁오 (HYUKOH),오혁
2021,7,50,남이 될 수 있을까,"볼빨간사춘기 (BOL4), 스무살 (20 YEARS OF AGE)",바닐라맨
2021,7,51,"너, 너",스트레이 (The Stray),"L.NDN,스트레이,센티멘탈 시너리"
2021,7,52,니가 보고싶은 밤,윤딴딴 (YUN DDanDdan),"윤딴딴,밤그늘"
2021,7,53,큰일이다,순순희 (SOONSOONHEE),"조영수,김기태"
2021,7,54,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,7,55,행복,오반 (OVAN),"피아노맨,J.Litz"
