년도,월,순위,타이틀,가수,프로듀서
2019,4,74,돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize),"Heize, 브라더수"
2019,4,75,죽일 놈 (Guilty),다이나믹 듀오 (Dynamicduo),"GAEKO, Choiza, Primary"
2019,4,76,마에스트로 (Maestro),창모 (CHANGMO),CHANGMO
2019,4,77,Martini Blue,DPR LIVE (디피알 라이브),"DPR LIVE, DPR CREAM"
2019,4,78,Jenga (Feat. Gaeko),헤이즈 (Heize),"Heize, DAVII"
2019,4,79,꽃 (Prod. AVIN),김하온 (HAON),"HAON, AVIN"
2019,4,80,지구멸망 (Feat. KIRIN) (Prod. GroovyRoom),sokodomo (소코도모),"GroovyRoom, sokodomo, KIRIN"
2019,4,81,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍 (LEESSANG),"Leon Russell, Bonnie Bramlett, Delaney Bramlett, 길, PEEJAY"
2019,4,83,"생긴 대로 살아 (Feat. 기리보이) (Prod. 기리보이, Minit)",권영훈 (TANGTHEAWESOME),"TANGTHEAWESOME, GIRIBOY, Minit"
2019,4,84,자니 (Feat. Dynamic Duo),프라이머리 (Primary),"GAEKO, Primary"
2019,4,85,어린 왕자 (Prod. Godic),"김하온 (HAON), PULLIK (박준호)","Godic, GLOVE"
2019,4,88,"NOAH (Feat. 박재범, Hoody)",김하온 (HAON),"GroovyRoom, Jay Park"
2019,4,89,G.O (Feat. 김효은) (Prod. CODE KUNST),"김민규 (Young Kay), 이영지 (Lee Young-ji)",CODE KUNST
2019,4,90,Jasmine,DPR LIVE (디피알 라이브),"DPR LIVE, CODE KUNST"
2019,4,91,+82 Bars,수퍼비 (SUPERBEE),Flash Note
2019,4,92,전혀 (Feat. 우원재) (Prod. GroovyRoom),빈첸 (VINXEN),GroovyRoom
2019,4,93,Downtown Baby,블루 (BLOO),"ROCK IT PRODUCTIONS, BLOO"
2019,4,94,우산 (Feat. 윤하),에픽하이 (EPIK HIGH),Tablo
2019,4,95,"고래를 위하여 (Prod. Nutty, STAFFONLY)","강민수(AQUINAS), 이진우 ($IGA A)","Nutty, STAFFONLY"
2019,4,96,아이야 (Feat. Beenzino),창모 (CHANGMO),CHANGMO
2019,4,97,북 (Prod. SLO),"Rohann (이로한), 김농밀 (nongmill kim)",SLO
2019,4,98,Like Me (Prod. Mokyo),pH-1 (피에이치원),"Mokyo, 박성준"
2019,4,99,NoNo (Feat. 사이먼 도미닉) (Prod. 코드 쿤스트),루피 (Loopy),"CODE KUNST, Loopy, Simon Dominic"
2019,4,100,"입에 마스크 (Feat. 행주, Webster B) (Prod. Padi)",이진우 ($IGA A),"Padi, Hangzoo"
2019,5,5,술이 달다 (Feat. Crush),에픽하이 (EPIK HIGH),"Tablo, DJ 투컷, philtre"
2019,5,8,눈 (Prod. 기리보이),"Lil tachi (릴타치), 호치키스 (HOTCHKISS)",GIRIBOY
2019,5,10,띵 (Prod. By 기리보이),"Jvcki Wai (재키와이), 양홍원 (YANGHONGWON), Osshun Gum (오션검), 한요한 (HANYOHAN)","Jvcki Wai, GIRIBOY"
2019,5,13,아낙네,MINO (송민호),"MINO, FUTURE BOUNCE, TEXU"
2019,5,14,"GO HIGH (Feat. 우원재, 창모 (CHANGMO), The Quiett) (Prod. CODE KUNST)",이영지 (Lee Young-ji),"CODE KUNST, CHANGMO"
2019,5,15,교통정리 (Feat. 헤이즈),기리보이 (GIRIBOY),"GIRIBOY, Heize, basecamp"
2019,5,16,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1 (피에이치원), 키드밀리 (Kid Milli), 루피 (Loopy)","CODE KUNST, Paloalto, pH-1, Kid Milli, Loopy"
2019,5,19,HERE (Feat. 빈첸 (VINXEN)) (Prod. CODE KUNST),김민규 (Young Kay),"CODE KUNST, VINXEN"
2019,5,20,flex (Prod. By 기리보이),"기리보이 (GIRIBOY), 키드밀리 (Kid Milli), NO:EL (노엘), 스윙스 (Swings)",GIRIBOY
2019,5,21,돈 Call Me (Prod.BRLLNT),염따 (YUMDDA),"YUMDDA, BRLLNT"
2019,5,23,문제아 (Full Ver.),"수퍼비 (SUPERBEE), UNEDUCATED KID (언에듀케이티드 키드)","SUPERBEE, UNEDUCATED KID, Flash Note"
2019,5,24,IndiGO,"저스디스 (JUSTHIS), 키드밀리 (Kid Milli), NO:EL (노엘), 양홍원 (YANGHONGWON)",BRLLNT
2019,5,26,TMI,GRAY (그레이),GRAY
2019,5,27,호불호 (Feat. 기리보이) (Prod. By GRAY),우원재 (Woo Wonjae),"Woo Wonjae, GRAY"
2019,5,29,시간이 들겠지 (Feat. Colde),로꼬 (Loco),"APRO, Loco, Colde"
2019,5,32,붕붕 (Feat. 식케이) (Prod. GroovyRoom),김하온 (HAON),"GroovyRoom, Sik-K"
2019,5,33,OKGO (Feat. E SENS),빈지노 (Beenzino),"PEEJAY, Beenzino, SHIMMY TWICE"
2019,5,35,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 (Woo Wonjae),GRAY
2019,5,37,오랜만이야 (Feat. Zion.T),로꼬 (Loco),"GRAY, Zion.T, Loco"
2019,5,38,Heu ! (Full Ver.),수퍼비 (SUPERBEE),"SUPERBEE, Flash Note"
2019,5,39,우연히 봄,"로꼬 (Loco), 유주 (YUJU)","똘아이박, 피터팬, Noheul"
2019,5,40,IMJMWDP (Prod. By 기리보이),"기리보이 (GIRIBOY), NO:EL (노엘), 블랙넛 (Black Nut), 양홍원 (YANGHONGWON), Osshun Gum (오션검), YUNHWAY (윤훼이), 저스디스 (JUSTHIS), Jvcki Wai (재키와이), 키드밀리 (Kid Milli), 한요한 (HANYOHAN), 스윙스 (Swings)",GIRIBOY
2019,5,41,아름다워,창모 (CHANGMO),CHANGMO
2019,5,42,수퍼비와 (Feat. BewhY) (Prod. BewhY),수퍼비 (SUPERBEE),"Truthislonely, twlv, SUPERBEE"
2019,5,44,Selfmade Orange (Feat. SUPERBEE),창모 (CHANGMO),CHANGMO
2019,5,45,별 헤는 밤 (Prod. CODE KUNST),"김민규 (Young Kay), Gist (윤현선)",CODE KUNST
2019,5,46,Save (Feat. 팔로알토)(Prod. 코드 쿤스트),루피 (Loopy),"CODE KUNST, Loopy, Paloalto"
2019,5,47,Freedumb (Feat. HAON (김하온)) (Prod. BOYCOLD),sokodomo (소코도모),"BOYCOLD, sokodomo"
2019,5,48,어땠을까 (Feat. 박정현),싸이 (PSY),"PSY, 유건형"
2019,5,49,zoom,염따 (YUMDDA),YUMDDA
2019,5,50,사임사임 (Feat. CHANGMO),"쿠기 (Coogie), 수퍼비 (SUPERBEE), D.Ark (디아크)",CHANGMO
2019,5,53,iffy (Prod. GroovyRoom),"식케이 (Sik-K), pH-1 (피에이치원), 박재범 (Jay Park), 그루비룸 (GroovyRoom)",GroovyRoom
2019,5,54,널 너무 모르고,헤이즈 (Heize),GroovyRoom
2019,5,56,Martini Blue,DPR LIVE (디피알 라이브),"DPR LIVE, DPR CREAM"
2019,5,58,바코드 (Prod. GroovyRoom),"김하온 (HAON), 빈첸 (VINXEN)",GroovyRoom
2019,5,60,WHY DO FUCKBOIS HANG OUT ON THE NET,키드밀리 (Kid Milli),"Kid Milli, 이수호"
2019,5,63,연애소설 (Feat. 아이유),에픽하이 (EPIK HIGH),"Tablo, DJ 투컷"
2019,5,64,한여름밤의 꿀,"San E (산이), 레이나 (Raina)","San E, 코스믹 사운드"
2019,5,65,죽일 놈 (Guilty),다이나믹 듀오 (Dynamicduo),"GAEKO, Choiza, Primary"
2019,5,66,"And July (Feat. DEAN, DJ Friz)",헤이즈 (Heize),"Deanfluenza, Hyuk Shin, J Bird, Esta, Delly Boi, DK"
2019,5,67,마에스트로 (Maestro),창모 (CHANGMO),CHANGMO
2019,5,68,자니 (Feat. Dynamic Duo),프라이머리 (Primary),"GAEKO, Primary"
2019,5,69,돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize),"Heize, 브라더수"
2019,5,70,Jenga (Feat. Gaeko),헤이즈 (Heize),"Heize, DAVII"
2019,5,72,지구멸망 (Feat. KIRIN) (Prod. GroovyRoom),sokodomo (소코도모),"GroovyRoom, sokodomo, KIRIN"
2019,5,74,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍 (LEESSANG),"Leon Russell, Bonnie Bramlett, Delaney Bramlett, 길, PEEJAY"
2019,5,75,아이야 (Feat. Beenzino),창모 (CHANGMO),CHANGMO
2019,5,76,Downtown Baby,블루 (BLOO),"ROCK IT PRODUCTIONS, BLOO"
2019,5,78,Jasmine,DPR LIVE (디피알 라이브),"DPR LIVE, CODE KUNST"
2019,5,79,영화 한 편 찍자,페노메코 (PENOMECO),"WOOGIE, PENOMECO"
2019,5,81,Paranoid,ASH ISLAND (애쉬 아일랜드),"ASH ISLAND, TOIL"
2019,5,82,Enchanted Propaganda,Jvcki Wai (재키와이),Eddy Pauer
2019,5,84,+82 Bars,수퍼비 (SUPERBEE),Flash Note
2019,5,85,새벽에,에픽하이 (EPIK HIGH),"Tablo, SUGA, EL CAPITXN"
2019,5,86,우산 (Feat. 윤하),에픽하이 (EPIK HIGH),Tablo
2019,5,87,한라산 (Hi-Lite Sign) (Prod. by Yosi),"팔로알토 (Paloalto), 스월비 (Swervy), 조원우 (Jowonu), 허클베리피 (Huckleberry P)","Yosi, Paloalto"
2019,5,89,어린 왕자 (Prod. Godic),"김하온 (HAON), PULLIK (박준호)","Godic, GLOVE"
2019,5,90,"NOAH (Feat. 박재범, Hoody)",김하온 (HAON),"GroovyRoom, Jay Park"
2019,5,93,몸매 (MOMMAE) (Feat. Ugly Duck),박재범 (Jay Park),"Jay Park, GRAY"
2019,5,94,감아 (Feat. Crush),로꼬 (Loco),"GRAY, Crush"
2019,5,95,NoNo (Feat. 사이먼 도미닉) (Prod. 코드 쿤스트),루피 (Loopy),"CODE KUNST, Loopy, Simon Dominic"
2019,5,96,Bition Boyz,"Hash Swan (해쉬스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun), 창모 (CHANGMO)",TOIL
2019,5,97,The Fearless Ones,"The Quiett (더 콰이엇), 식케이 (Sik-K), 빈지노 (Beenzino), 창모 (CHANGMO)",Paul Blanco
2019,5,98,Aqua Man,빈지노 (Beenzino),JINBO
2019,5,99,꽃 (Prod. AVIN),김하온 (HAON),"HAON, AVIN"
2019,5,100,보통연애 (Feat. 박보람),박경 (PARK KYUNG),"PARK KYUNG, Kero One, Score (13), GroovyRoom"
2019,6,3,교통정리 (Feat. 헤이즈),기리보이 (GIRIBOY),"GIRIBOY, Heize, basecamp"
2019,6,4,돈 Call Me (Prod.BRLLNT),염따 (YUMDDA),"YUMDDA, BRLLNT"
2019,6,6,"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)",기리보이 (GIRIBOY),"GIRIBOY, CODE KUNST"
2019,6,10,술이 달다 (Feat. Crush),에픽하이 (EPIK HIGH),"Tablo, DJ 투컷, philtre"
2019,6,11,눈 (Prod. 기리보이),"Lil tachi (릴타치), 호치키스 (HOTCHKISS)",GIRIBOY
2019,6,13,띵 (Prod. By 기리보이),"Jvcki Wai (재키와이), 양홍원 (YANGHONGWON), Osshun Gum (오션검), 한요한 (HANYOHAN)","Jvcki Wai, GIRIBOY"
2019,6,16,아낙네,MINO (송민호),"MINO, FUTURE BOUNCE, TEXU"
2019,6,18,BAND,"창모 (CHANGMO), Hash Swan (해쉬스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun)",Cashbanger
2019,6,19,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1 (피에이치원), 키드밀리 (Kid Milli), 루피 (Loopy)","CODE KUNST, Paloalto, pH-1, Kid Milli, Loopy"
2019,6,20,도쿄 (Feat. 유라 (youra)),기리보이 (GIRIBOY),"GIRIBOY, youra, Minit, chilly"
2019,6,23,"GO HIGH (Feat. 우원재, 창모 (CHANGMO), The Quiett) (Prod. CODE KUNST)",이영지 (Lee Young-ji),"CODE KUNST, CHANGMO"
2019,6,24,flex (Prod. By 기리보이),"기리보이 (GIRIBOY), 키드밀리 (Kid Milli), NO:EL (노엘), 스윙스 (Swings)",GIRIBOY
2019,6,27,문제아 (Full Ver.),"수퍼비 (SUPERBEE), UNEDUCATED KID (언에듀케이티드 키드)","SUPERBEE, UNEDUCATED KID, Flash Note"
2019,6,28,IndiGO,"저스디스 (JUSTHIS), 키드밀리 (Kid Milli), NO:EL (노엘), 양홍원 (YANGHONGWON)",BRLLNT
2019,6,32,시간이 들겠지 (Feat. Colde),로꼬 (Loco),"APRO, Loco, Colde"
2019,6,33,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 (Woo Wonjae),GRAY
2019,6,34,붕붕 (Feat. 식케이) (Prod. GroovyRoom),김하온 (HAON),"GroovyRoom, Sik-K"
2019,6,36,HERE (Feat. 빈첸 (VINXEN)) (Prod. CODE KUNST),김민규 (Young Kay),"CODE KUNST, VINXEN"
2019,6,39,아름다워,창모 (CHANGMO),CHANGMO
2019,6,40,호불호 (Feat. 기리보이) (Prod. By GRAY),우원재 (Woo Wonjae),"Woo Wonjae, GRAY"
2019,6,42,zoom,염따 (YUMDDA),YUMDDA
2019,6,43,Selfmade Orange (Feat. SUPERBEE),창모 (CHANGMO),CHANGMO
2019,6,44,Heu ! (Full Ver.),수퍼비 (SUPERBEE),"SUPERBEE, Flash Note"
2019,6,45,IMJMWDP (Prod. By 기리보이),"기리보이 (GIRIBOY), NO:EL (노엘), 블랙넛 (Black Nut), 양홍원 (YANGHONGWON), Osshun Gum (오션검), YUNHWAY (윤훼이), 저스디스 (JUSTHIS), Jvcki Wai (재키와이), 키드밀리 (Kid Milli), 한요한 (HANYOHAN), 스윙스 (Swings)",GIRIBOY
2019,6,47,오랜만이야 (Feat. Zion.T),로꼬 (Loco),"GRAY, Zion.T, Loco"
2019,6,48,한여름밤의 꿀,"San E (산이), 레이나 (Raina)","San E, 코스믹 사운드"
2019,6,49,어땠을까 (Feat. 박정현),싸이 (PSY),"PSY, 유건형"
2019,6,50,수퍼비와 (Feat. BewhY) (Prod. BewhY),수퍼비 (SUPERBEE),"Truthislonely, twlv, SUPERBEE"
2019,6,51,Save (Feat. 팔로알토)(Prod. 코드 쿤스트),루피 (Loopy),"CODE KUNST, Loopy, Paloalto"
2019,6,52,우린 왜 힘들까 (Feat. Jclef),기리보이 (GIRIBOY),"GIRIBOY, Jclef, Cosmic Boy"
2019,6,53,우연히 봄,"로꼬 (Loco), 유주 (YUJU)","똘아이박, 피터팬, Noheul"
2019,6,54,널 너무 모르고,헤이즈 (Heize),GroovyRoom
2019,6,55,비워 (Beer) (Prod. Way Ched),"창모 (CHANGMO), Hash Swan (해쉬스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun), 릴러말즈 (Leellamarz), The Quiett (더 콰이엇)",Way Ched
2019,6,57,OKGO (Feat. E SENS),빈지노 (Beenzino),"PEEJAY, Beenzino, SHIMMY TWICE"
2019,6,58,iffy (Prod. GroovyRoom),"식케이 (Sik-K), pH-1 (피에이치원), 박재범 (Jay Park), 그루비룸 (GroovyRoom)",GroovyRoom
2019,6,60,사임사임 (Feat. CHANGMO),"쿠기 (Coogie), 수퍼비 (SUPERBEE), D.Ark (디아크)",CHANGMO
2019,6,62,Martini Blue,DPR LIVE (디피알 라이브),"DPR LIVE, DPR CREAM"
2019,6,63,"And July (Feat. DEAN, DJ Friz)",헤이즈 (Heize),"Deanfluenza, Hyuk Shin, J Bird, Esta, Delly Boi, DK"
2019,6,66,아이야 (Feat. Beenzino),창모 (CHANGMO),CHANGMO
2019,6,67,돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize),"Heize, 브라더수"
2019,6,68,자니 (Feat. Dynamic Duo),프라이머리 (Primary),"GAEKO, Primary"
2019,6,69,우산 (Feat. 윤하),에픽하이 (EPIK HIGH),Tablo
2019,6,70,Downtown Baby,블루 (BLOO),"ROCK IT PRODUCTIONS, BLOO"
2019,6,71,마에스트로 (Maestro),창모 (CHANGMO),CHANGMO
2019,6,72,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍 (LEESSANG),"Leon Russell, Bonnie Bramlett, Delaney Bramlett, 길, PEEJAY"
2019,6,73,WHY DO FUCKBOIS HANG OUT ON THE NET,키드밀리 (Kid Milli),"Kid Milli, 이수호"
2019,6,74,연애소설 (Feat. 아이유),에픽하이 (EPIK HIGH),"Tablo, DJ 투컷"
2019,6,77,죽일 놈 (Guilty),다이나믹 듀오 (Dynamicduo),"GAEKO, Choiza, Primary"
2019,6,78,바코드 (Prod. GroovyRoom),"김하온 (HAON), 빈첸 (VINXEN)",GroovyRoom
2019,6,79,Jenga (Feat. Gaeko),헤이즈 (Heize),"Heize, DAVII"
2019,6,80,Jasmine,DPR LIVE (디피알 라이브),"DPR LIVE, CODE KUNST"
2019,6,83,TMI,GRAY (그레이),GRAY
2019,6,86,별 헤는 밤 (Prod. CODE KUNST),"김민규 (Young Kay), Gist (윤현선)",CODE KUNST
2019,6,87,Boys And Girls (Feat. Babylon),지코 (ZICO),"ZICO, Poptime"
2019,6,89,Aqua Man,빈지노 (Beenzino),JINBO
2019,6,90,Paranoid Remix (Feat. CHANGMO & Paul Blanco),ASH ISLAND (애쉬 아일랜드),"ASH ISLAND, TOIL"
2019,6,91,+82 Bars,수퍼비 (SUPERBEE),Flash Note
2019,6,92,몸매 (MOMMAE) (Feat. Ugly Duck),박재범 (Jay Park),"Jay Park, GRAY"
2019,6,93,감아 (Feat. Crush),로꼬 (Loco),"GRAY, Crush"
2019,6,94,예술,기리보이 (GIRIBOY),"GIRIBOY, hoiwave, Cosmic Boy"
2019,6,96,Ballerino,리쌍 (LEESSANG),길
2019,6,97,Enchanted Propaganda,Jvcki Wai (재키와이),Eddy Pauer
2019,6,100,Paranoid,ASH ISLAND (애쉬 아일랜드),"ASH ISLAND, TOIL"
2019,7,1,BAND,"창모 (CHANGMO), Hash Swan (해쉬스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun)",Cashbanger
2019,7,2,"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)",기리보이 (GIRIBOY),"GIRIBOY, CODE KUNST"
2019,7,6,비워 (Beer) (Prod. Way Ched),"창모 (CHANGMO), Hash Swan (해쉬스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun), 릴러말즈 (Leellamarz), The Quiett (더 콰이엇)",Way Ched
2019,7,7,돈 Call Me (Prod.BRLLNT),염따 (YUMDDA),"YUMDDA, BRLLNT"
2019,7,9,교통정리 (Feat. 헤이즈),기리보이 (GIRIBOY),"GIRIBOY, Heize, basecamp"
2019,7,14,눈 (Prod. 기리보이),"Lil tachi (릴타치), 호치키스 (HOTCHKISS)",GIRIBOY
2019,7,16,술이 달다 (Feat. Crush),에픽하이 (EPIK HIGH),"Tablo, DJ 투컷, philtre"
2019,7,17,띵 (Prod. By 기리보이),"Jvcki Wai (재키와이), 양홍원 (YANGHONGWON), Osshun Gum (오션검), 한요한 (HANYOHAN)","Jvcki Wai, GIRIBOY"
2019,7,21,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1 (피에이치원), 키드밀리 (Kid Milli), 루피 (Loopy)","CODE KUNST, Paloalto, pH-1, Kid Milli, Loopy"
2019,7,22,아낙네,MINO (송민호),"MINO, FUTURE BOUNCE, TEXU"
2019,7,24,flex (Prod. By 기리보이),"기리보이 (GIRIBOY), 키드밀리 (Kid Milli), NO:EL (노엘), 스윙스 (Swings)",GIRIBOY
2019,7,27,Selfmade Orange (Feat. SUPERBEE),창모 (CHANGMO),CHANGMO
2019,7,29,도쿄 (Feat. 유라 (youra)),기리보이 (GIRIBOY),"GIRIBOY, youra, Minit, chilly"
2019,7,30,불나방 (I’M ON FIRE) (Feat. Blue.D),은지원 (Eun Jiwon),"FUTURE BOUNCE, MINO"
2019,7,31,"GO HIGH (Feat. 우원재, 창모 (CHANGMO), The Quiett) (Prod. CODE KUNST)",이영지 (Lee Young-ji),"CODE KUNST, CHANGMO"
2019,7,32,IndiGO,"저스디스 (JUSTHIS), 키드밀리 (Kid Milli), NO:EL (노엘), 양홍원 (YANGHONGWON)",BRLLNT
2019,7,33,아름다워,창모 (CHANGMO),CHANGMO
2019,7,35,문제아 (Full Ver.),"수퍼비 (SUPERBEE), UNEDUCATED KID (언에듀케이티드 키드)","SUPERBEE, UNEDUCATED KID, Flash Note"
2019,7,36,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 (Woo Wonjae),GRAY
2019,7,38,시간이 들겠지 (Feat. Colde),로꼬 (Loco),"APRO, Loco, Colde"
2019,7,39,붕붕 (Feat. 식케이) (Prod. GroovyRoom),김하온 (HAON),"GroovyRoom, Sik-K"
2019,7,40,"And July (Feat. DEAN, DJ Friz)",헤이즈 (Heize),"Deanfluenza, Hyuk Shin, J Bird, Esta, Delly Boi, DK"
2019,7,42,Fashion Hoarder (Feat. ZENE THE ZILLA),빈지노 (Beenzino),"PEEJAY, Beenzino, SHIMMY TWICE"
2019,7,43,한여름밤의 꿀,"San E (산이), 레이나 (Raina)","San E, 코스믹 사운드"
2019,7,44,Fake Rock Star (Feat. NO:EL),"스윙스 (Swings), 한요한 (HANYOHAN)","Swings, HANYOHAN, Minit"
2019,7,49,IMJMWDP (Prod. By 기리보이),"기리보이 (GIRIBOY), NO:EL (노엘), 블랙넛 (Black Nut), 양홍원 (YANGHONGWON), Osshun Gum (오션검), YUNHWAY (윤훼이), 저스디스 (JUSTHIS), Jvcki Wai (재키와이), 키드밀리 (Kid Milli), 한요한 (HANYOHAN), 스윙스 (Swings)",GIRIBOY
2019,7,51,Heu ! (Full Ver.),수퍼비 (SUPERBEE),"SUPERBEE, Flash Note"
2019,7,53,어땠을까 (Feat. 박정현),싸이 (PSY),"PSY, 유건형"
2019,7,54,골프왕 (Prod. By twlv),"수퍼비 (SUPERBEE), UNEDUCATED KID (언에듀케이티드 키드), 트웰브 (twlv)","twlv, The Need"
2019,7,55,널 너무 모르고,헤이즈 (Heize),GroovyRoom
2019,7,56,호불호 (Feat. 기리보이) (Prod. By GRAY),우원재 (Woo Wonjae),"Woo Wonjae, GRAY"
2019,7,57,"호루라기 (Feat. nafla, CHANGMO)","스윙스 (Swings), 한요한 (HANYOHAN)","HANYOHAN, Minit"
2019,7,58,아이야 (Feat. Beenzino),창모 (CHANGMO),CHANGMO
2019,7,59,수퍼비와 (Feat. BewhY) (Prod. BewhY),수퍼비 (SUPERBEE),"Truthislonely, twlv, SUPERBEE"
2019,7,60,zoom,염따 (YUMDDA),YUMDDA
2019,7,62,마에스트로 (Maestro),창모 (CHANGMO),CHANGMO
2019,7,63,우산 (Feat. 윤하),에픽하이 (EPIK HIGH),Tablo
2019,7,64,BwB (Prod. GXXD),김하온 (HAON),"Vangdale, HAON, 권세영"
2019,7,65,Save (Feat. 팔로알토)(Prod. 코드 쿤스트),루피 (Loopy),"CODE KUNST, Loopy, Paloalto"
2019,7,66,HERE (Feat. 빈첸 (VINXEN)) (Prod. CODE KUNST),김민규 (Young Kay),"CODE KUNST, VINXEN"
2019,7,67,돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize),"Heize, 브라더수"
2019,7,68,iffy (Prod. GroovyRoom),"식케이 (Sik-K), pH-1 (피에이치원), 박재범 (Jay Park), 그루비룸 (GroovyRoom)",GroovyRoom
2019,7,69,사임사임 (Feat. CHANGMO),"쿠기 (Coogie), 수퍼비 (SUPERBEE), D.Ark (디아크)",CHANGMO
2019,7,70,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍 (LEESSANG),"Leon Russell, Bonnie Bramlett, Delaney Bramlett, 길, PEEJAY"
2019,7,71,Martini Blue,DPR LIVE (디피알 라이브),"DPR LIVE, DPR CREAM"
2019,7,72,자니 (Feat. Dynamic Duo),프라이머리 (Primary),"GAEKO, Primary"
2019,7,73,우연히 봄,"로꼬 (Loco), 유주 (YUJU)","똘아이박, 피터팬, Noheul"
2019,7,74,Downtown Baby,블루 (BLOO),"ROCK IT PRODUCTIONS, BLOO"
2019,7,75,오랜만이야 (Feat. Zion.T),로꼬 (Loco),"GRAY, Zion.T, Loco"
2019,7,76,"SUMMER 19' (Feat. Jhnovr, Benzamin)",NO:EL (노엘),"GRAY, Jhnovr"
2019,7,78,가라사대,BewhY (비와이),BewhY
2019,7,80,Jenga (Feat. Gaeko),헤이즈 (Heize),"Heize, DAVII"
2019,7,82,죽일 놈 (Guilty),다이나믹 듀오 (Dynamicduo),"GAEKO, Choiza, Primary"
2019,7,83,WHY DO FUCKBOIS HANG OUT ON THE NET,키드밀리 (Kid Milli),"Kid Milli, 이수호"
2019,7,84,Boys And Girls (Feat. Babylon),지코 (ZICO),"ZICO, Poptime"
2019,7,86,"야망 (Feat. ASH ISLAND, 김효은, Hash Swan, CHANGMO) (Prod. TOIL)",릴러말즈 (Leellamarz),"TOIL, Leellamarz"
2019,7,87,에어컨 (Feat. 릴타치) (Prod. 기리보이),호치키스 (HOTCHKISS),"HOTCHKISS, GIRIBOY"
2019,7,90,연애소설 (Feat. 아이유),에픽하이 (EPIK HIGH),"Tablo, DJ 투컷"
2019,7,92,Jasmine,DPR LIVE (디피알 라이브),"DPR LIVE, CODE KUNST"
2019,7,93,몸매 (MOMMAE) (Feat. Ugly Duck),박재범 (Jay Park),"Jay Park, GRAY"
2019,7,95,Aqua Man,빈지노 (Beenzino),JINBO
2019,7,96,Paranoid,ASH ISLAND (애쉬 아일랜드),"ASH ISLAND, TOIL"
2019,7,98,바코드 (Prod. GroovyRoom),"김하온 (HAON), 빈첸 (VINXEN)",GroovyRoom
2019,7,99,I Always,창모 (CHANGMO),CHANGMO
2019,7,100,우사인볼트 (Feat. 영비),"스윙스 (Swings), 한요한 (HANYOHAN)",HANYOHAN
2019,8,1,BAND,"창모 (CHANGMO), Hash Swan (해쉬스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun)",Cashbanger
2019,8,2,"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)",기리보이 (GIRIBOY),"GIRIBOY, CODE KUNST"
2019,8,6,비워 (Beer) (Prod. Way Ched),"창모 (CHANGMO), Hash Swan (해쉬스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun), 릴러말즈 (Leellamarz), The Quiett (더 콰이엇)",Way Ched
2019,8,8,돈 Call Me (Prod.BRLLNT),염따 (YUMDDA),"YUMDDA, BRLLNT"
2019,8,9,교통정리 (Feat. 헤이즈),기리보이 (GIRIBOY),"GIRIBOY, Heize, basecamp"
2019,8,12,가라사대,BewhY (비와이),BewhY
2019,8,15,"파티피플 (Feat. 염따, Uneducated Kid)",기리보이 (GIRIBOY),"Minit, GIRIBOY, YUMDDA, UNEDUCATED KID"
2019,8,18,띵 (Prod. By 기리보이),"Jvcki Wai (재키와이), 양홍원 (YANGHONGWON), Osshun Gum (오션검), 한요한 (HANYOHAN)","Jvcki Wai, GIRIBOY"
2019,8,19,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1 (피에이치원), 키드밀리 (Kid Milli), 루피 (Loopy)","CODE KUNST, Paloalto, pH-1, Kid Milli, Loopy"
2019,8,20,눈 (Prod. 기리보이),"Lil tachi (릴타치), 호치키스 (HOTCHKISS)",GIRIBOY
2019,8,21,flex (Prod. By 기리보이),"기리보이 (GIRIBOY), 키드밀리 (Kid Milli), NO:EL (노엘), 스윙스 (Swings)",GIRIBOY
